"Brazal Firme","Quinta","No está a la venta","100","Lista de objetos"
"Brazal Recio","Quinta","No está a la venta","100","Lista de objetos"
"Buceo Ball","Quinta","No está a la venta","100","Lista de objetos"
"Buscamontura","Quinta","    S        L    ","100","Objeto clave"
"Caña","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Caña Buena","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Caña Vieja","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Cáps. Habilidad","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Cápsula Candado","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Car. Corazón","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Car. Mosaico","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Car. Naranja","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Car. Sideral","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Car. Tropic.","Tercera","Todos excepto Pokémon Negro y Blanco","100","Objeto clave"
"Caramelo Furia","Segunda","300","1501","Lista de objetos"
"Caramelo Raro","Segunda","300","1501","Lista de objetos"
"Carbón","Segunda","9800","4900","Objeto potenciador"
"Carburante","Primera","9800","4900","Lista de objetos"
"Carné Socio","Primera","9800","4900","Lista de objetos"
"Carta Acero","Primera","9800","4900","Lista de objetos"
"Carta Aérea","Primera","9800","4900","Lista de objetos"
"Casco Dentado","Quinta","No está a la venta","1000","Lista de objetos"
"Cebo Ball","Quinta","No está a la venta","1000","Lista de objetos"
"Ceniza Sagrada","Quinta","No está a la venta","1000","Lista de objetos"
"Chaleco Asalto","Quinta","No está a la venta","1000","Lista de objetos"
"Chapa Dorada","Quinta","No está a la venta","1000","Lista de objetos"
"Chapa Plateada","Quinta","No está a la venta","1000","Lista de objetos"
"Charizardita X","Sexta","1.000.000-10.000","No se puede vender","Megapiedra"
"Charizardita Y","Sexta","1.000.000-10.000","No se puede vender","Megapiedra"
"Cinta Elegida","Sexta","1.000.000-10.000","No se puede vender","Megapiedra"
"Cinta Experto","Cuarta","No está a la venta","100","Objeto potenciador"
"Cinta Focus","Segunda","No está a la venta","100","Lista de objetos"
"Cinta Fuerte","Segunda","No está a la venta","100","Lista de objetos"
"Cinto Recio","Segunda","No está a la venta","100","Lista de objetos"
"Cinturón Negro","Segunda","No está a la venta","50","Objeto potenciador"
"Cola Plúmbea","Segunda","No está a la venta","50","Objeto potenciador"
"Cola Skitty","Tercera","1000","500","Lista de objetos"
"Crêpe Luminalia","Sexta","200","100","Objeto curativo"
"CrioROM","Sexta","2900","100","Lista de objetos"
"Criostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Cristal Z (Liam)","Séptima","    US     |     UL    ","No se puede vender","Objeto clave"
"Cubresuelos","Séptima","No está a la venta","2000","Lista de objetos"
"Cuchara Torcida","Segunda","No está a la venta","50","Objeto potenciador"
"Cuerda Huida","Segunda","275","50","Lista de objetos"
"Cupón 1","Segunda","275","50","Lista de objetos"
"Cupón 2","Segunda","275","50","Lista de objetos"
"Cupón 3","Segunda","275","50","Lista de objetos"
"Cupón Amistad","Segunda","275","50","Lista de objetos"
"Cupón Botín","Segunda","275","50","Lista de objetos"
"Cupón Captura","Segunda","275","50","Lista de objetos"
"Cupón Eclosión","Segunda","275","50","Lista de objetos"
"Cupón Exp","Segunda","275","50","Lista de objetos"
"Cupón PP","Segunda","275","50","Lista de objetos"
"Cupón PS","Segunda","275","50","Lista de objetos"
"Cupón Rebaja","Segunda","275","50","Lista de objetos"
"Cupón Reclamo","Segunda","275","50","Lista de objetos"
"Cupón Refuerzo","Segunda","275","50","Lista de objetos"
"Cupón Sigilo","Segunda","275","50","Lista de objetos"
"Cura Total","Primera","600","300","Restaurador de estado"
"Def. Esp. X 2","Primera","600","300","Restaurador de estado"
"Def. Esp. X 3","Primera","600","300","Restaurador de estado"
"Def. Esp. X 6","Primera","600","300","Restaurador de estado"
"Def. Especial X","Primera","600","300","Restaurador de estado"
"Defensa X","Primera","600","300","Restaurador de estado"
"Defensa X 2","Primera","600","300","Restaurador de estado"
"Defensa X 3","Primera","600","300","Restaurador de estado"
"Defensa X 6","Primera","600","300","Restaurador de estado"
"Despertar","Primera","250","125","Restaurador de estado"
"Diamansfera","Cuarta","10.000","5.000","Objeto potenciador"
"Diancita","Cuarta","No se puede vender","5.000","Megapiedra"
"Diario","Cuarta","    D        P        Pt    ","5.000","Objeto clave"
"Diente Marino","Tercera","No está a la venta","100","Objeto evolutivo"
"Dientes Oro","Tercera","No está a la venta","100","Objeto evolutivo"
"Directo","Tercera","No está a la venta","100","Objeto evolutivo"
"Directo 2","Tercera","No está a la venta","100","Objeto evolutivo"
"Directo 3","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Acero","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Agua","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Bicho","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Dragón","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Eléctrico","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Extraño","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Fantasma","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Fuego","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Hada","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Hielo","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Lucha","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Planta","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Psíquico","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Roca","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Siniestro","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Tierra","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Veneno","Tercera","No está a la venta","100","Objeto evolutivo"
"Disco Volador","Tercera","No está a la venta","100","Objeto evolutivo"
"Dracostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Dueyestal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Dulce de Nata","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Eeveestal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Efigie Antigua","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Electrizador","Cuarta","No está a la venta","1050","Objeto evolutivo"
"Electrostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Elixir","Primera","No está a la venta","1500","Éter (clase de objeto)"
"Elixir Máximo","Primera","No está a la venta","1500","Éter (clase de objeto)"
"Emblema Kalos","Primera","    X        Y    ","1500","Objeto clave"
"Ensueño Ball","Primera","    X        Y    ","1500","Objeto clave"
"Ente Ball","Primera","    X        Y    ","1500","Objeto clave"
"Entrada para dos","Primera","    RΩ        Zα    ","1500","Objeto clave"
"Envío 1","Primera","    RΩ        Zα    ","1500","Objeto clave"
"Envío 2","Primera","    RΩ        Zα    ","1500","Objeto clave"
"Envío 3","Primera","    RΩ        Zα    ","1500","Objeto clave"
"Escama Bella","Primera","    RΩ        Zα    ","1500","Objeto clave"
"Escama Corazón","Tercera","1000 puntos atleta1, 100002","50","Lista de objetos"
"Escama Dragón","Tercera","1000 puntos atleta1, 100002","50","Lista de objetos"
"Escama Marina","Tercera","No está a la venta","100","Objeto evolutivo"
"Escama Roja","Tercera","No está a la venta","100","Objeto evolutivo"
"Éter","Primera","No está a la venta","600","Éter (clase de objeto)"
"Éter Máximo","Primera","No está a la venta","600","Éter (clase de objeto)"
"Feeristal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Festicupón","Séptima","    S        L    ","No se puede vender","Objeto clave"
"Fitostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Flauta Amarilla","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Flauta Azul","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Flauta Azur","Séptima","    D        P        Pt    ","No se puede vender","Flauta"
"Flauta Blanca","Séptima","    D        P        Pt    ","No se puede vender","Flauta"
"Flauta Eón","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Flauta Lunar","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Flauta Negra","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Flauta Roja","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Flauta Solar","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Flecha Venenosa","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Flor Irisada","Séptima","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Fósil Aleta","Sexta","7000 1","500","Fósil"
"Fósil Coraza","Cuarta","Tienda de Mayla en Pokémon Luna por 7000","500","Fósil"
"Fósil Cráneo","Cuarta","No está a la venta, 7000 en Pokémon Sol/Luna","500","Fósil"
"Fósil Domo","Primera","7000 1","5002","Fósil"
"Fósil Garra","Tercera","No está a la venta","5001","Fósil"
"Fósil Hélix","Primera","No está a la venta","5001","Fósil"
"Fósil Mandíbula","Sexta","No está a la venta","500","Fósil"
"Fósil Pluma","Sexta","No está a la venta","500","Fósil"
"Fósil Raíz","Tercera","70001","5002","Fósil"
"Fósil Tapa","Tercera","70001","5002","Fósil"
"Frag. Meteorito","Tercera","70001","5002","Fósil"
"Fragmento Cometa","Quinta","No está a la venta","30.000 1","Objeto valioso"
"Franja Recia","Quinta","No está a la venta","30.000 1","Objeto valioso"
"FulgoROM","Quinta","No se compra","2900","Lista de objetos"
"Gafa Protectora","Quinta","No se compra","2900","Lista de objetos"
"Gafas Aislantes","Quinta","No se compra","2900","Lista de objetos"
"Gafas de Sol","Quinta","No se compra","2900","Lista de objetos"
"Gafas Elegid","Cuarta","No está a la venta","100","Objeto potenciador"
"Gafas Especiales","Cuarta","No está a la venta","100","Objeto potenciador"
"Galladita","Cuarta","No se puede vender","100","Megapiedra"
"Galleta Lava","Tercera","200","1001","Objeto curativo"
"Galleta Yantra","Sexta","200","100","Objeto curativo"
"Garchompita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Gardevoirita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Garra Afilada","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Garra Garfio","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Garra Rápida","Segunda","No está a la venta","50","Lista de objetos"
"Gema Acero","Segunda","No está a la venta","50","Lista de objetos"
"Gema Agua","Segunda","No está a la venta","50","Lista de objetos"
"Gema Bicho","Segunda","No está a la venta","50","Lista de objetos"
"Gema Dragón","Segunda","No está a la venta","50","Lista de objetos"
"Gema Eléctrica","Segunda","No está a la venta","50","Lista de objetos"
"Gema Fantasma","Segunda","No está a la venta","50","Lista de objetos"
"Gema Fuego","Segunda","No está a la venta","50","Lista de objetos"
"Gema Hada","Segunda","No está a la venta","50","Lista de objetos"
"Gema Hielo","Segunda","No está a la venta","50","Lista de objetos"
"Gema Lucha","Segunda","No está a la venta","50","Lista de objetos"
"Gema Normal","Segunda","No está a la venta","50","Lista de objetos"
"Gema Planta","Segunda","No está a la venta","50","Lista de objetos"
"Gema Psíquica","Segunda","No está a la venta","50","Lista de objetos"
"Gema Roca","Segunda","No está a la venta","50","Lista de objetos"
"Gema Siniestra","Segunda","No está a la venta","50","Lista de objetos"
"Gema Tierra","Segunda","No está a la venta","50","Lista de objetos"
"Gema Veneno","Segunda","No está a la venta","50","Lista de objetos"
"Gema Voladora","Segunda","No está a la venta","50","Lista de objetos"
"Gengarita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Geostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Glalita","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Globo Helio","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Gloria Ball","Séptima","No se puede vender","No se puede vender","Megapiedra"
"god stone","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Griseosfera","Cuarta","10.000","5.000","Objeto potenciador"
"Guía de Máximas","Cuarta","10.000","5.000","Objeto potenciador"
"Gyaradosita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Habilitador","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Hechizo","Segunda","No está a la venta","50","Objeto potenciador"
"Heracrossita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"HidroROM","Quinta","No está a la venta","2900","Lista de objetos"
"Hidrostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Hierba Blanca","Tercera","No está a la venta","50","Objeto curativo"
"Hierba Mental","Tercera","No está a la venta","50","Objeto curativo"
"Hierba Revivir","Segunda","2800","1400","Herbolario"
"Hierba Única","Segunda","2800","1400","Herbolario"
"Hierro","Primera","9800","4900","Lista de objetos"
"Hiperpoción","Primera","15001","7502","Poción (clase de objeto)"
"Holomisor","Primera","    X        Y    ","7502","Objeto clave"
"Honor Ball","Primera","    X        Y    ","7502","Objeto clave"
"Houndoomita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Hueso Grueso","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Hueso Raro","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Huevo Misterioso","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Huevo Suerte","Segunda","No está a la venta","100","Lista de objetos"
"Imán","Segunda","No está a la venta","100","Lista de objetos"
"Incienso Aqua","Segunda","No está a la venta","100","Lista de objetos"
"Incienso Duplo","Cuarta","9600 1","4800","Incienso"
"Incienso Floral","Cuarta","9600 1","4800","Incienso"
"Incienso Lento","Cuarta","9600 1","4800","Incienso"
"Incienso Marino","Tercera","9600 1","4800","Incienso"
"Incienso Puro","Tercera","9600 1","4800","Incienso"
"Incienso Raro","Cuarta","9600 1","4800","Incienso"
"Incienso Roca","Cuarta","9600 1","4800","Incienso"
"Incienso Suave","Cuarta","9600 1","4800","Incienso"
"Incinostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Insectostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Iris-Ticket","Séptima","   RF      VH   ","No se puede vender","Objeto clave"
"Kangaskhanita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Kit de Pokécubos","Sexta","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Kit Explorador","Sexta","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Kit Maquillaje","Sexta","    RΩ        Zα    ","No se puede vender","Objeto clave"
"Kommostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Latiasita","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Latiosita","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Lazo Destino","Séptima","No se puede vender","No se puede vender","Megapiedra"
"Leche Mu-mu","Segunda","500","2501","Comida Pokémon"
"Lector GB","Segunda","   HG      SS   ","2501","Objeto clave"
"Lente Recia","Segunda","   HG      SS   ","2501","Objeto clave"
"Limonada","Primera","350","1751","Comida Pokémon"
"Litostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Lizastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Ascensor","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Cabina 1","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Cabina 2","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Cabina 4","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Cabina 6","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Habitación 1","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Habitación 2","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Habitación 4","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Ll. Habitación 6","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Llamasfera","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Almacén","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Ascensor","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Central","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Galaxia","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Magnética","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Secreta","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Sótano","Cuarta","No está a la venta","50","Lista de objetos"
"Llave Suite","Cuarta","No está a la venta","50","Lista de objetos"
"Lodo Negro","Cuarta","No está a la venta","50","Lista de objetos"
"Lopunnita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Lotadgadera","Sexta","    X        Y    ","No se puede vender","Objeto clave"
"Lucarita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Lujo Ball","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Luna Ball","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Lunalastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Lupa","Cuarta","No está a la venta","100","Lista de objetos"
"Lustresfera","Cuarta","10.000","5.000","Objeto potenciador"
"Lycanrostal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Magmatizador","Cuarta","No está a la venta","1050","Objeto evolutivo"
"Maleta","Cuarta","    X        Y    ","1050","Objeto beta"
"Malla Ball","Cuarta","    X        Y    ","1050","Objeto beta"
"Manectricita","Sexta","No está a la venta","No se puede vender","Megapiedra"
"Mapa","Sexta","Todos","No se puede vender","Objeto clave"
"Mapa Viejo","Sexta","    E    ","No se puede vender","Objeto clave"
"Marshastal Z","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Máscara Profesor","Séptima","No está a la venta","No se puede vender","Cristal Z"
"Más PP","Primera","No está a la venta","4900","Lista de objetos"
"Más PS","Primera","9800","4900","Lista de objetos"
"Master Ball","Primera","9800","4900","Lista de objetos"
